id,price,accommodates,bedrooms,bathrooms,host_is_superhost,host_has_profile_pic
6576006,50.0,2,1.0,1.5,f,t
7971334,129.0,2,1.0,1.0,f,t
1984962,295.0,6,3.0,3.5,f,t
9292039,99.0,2,1.0,1.0,f,t
6661617,175.0,6,2.0,2.5,f,t
8848854,150.0,5,2.0,2.0,f,t
3251069,109.0,2,1.0,1.0,f,t
4111137,85.0,4,1.0,1.0,f,t
4760472,80.0,3,1.0,1.0,f,t
8968925,115.0,4,1.0,2.5,f,t
3293438,85.0,2,1.0,1.0,f,t
9210978,200.0,4,2.0,2.0,f,t
3319386,169.0,2,1.0,1.0,t,t
7717813,130.0,4,1.0,1.0,f,t
5578943,79.0,2,1.0,1.0,t,t
7660932,125.0,1,1.0,1.0,t,t
4271221,80.0,2,1.0,1.0,t,t
6358605,66.0,2,1.0,1.0,f,t
1439237,97.0,2,1.0,1.0,t,t
7775167,58.0,2,1.0,1.0,t,t
7437784,125.0,2,1.0,1.0,t,t
9628972,50.0,2,1.0,1.0,f,t
8425013,350.0,10,5.0,3.5,t,t
6925807,375.0,4,2.0,1.5,f,t
7400955,240.0,6,3.0,2.0,f,t
8174389,189.0,5,2.0,1.0,f,t
6292452,250.0,6,4.0,3.5,f,t
9095668,90.0,2,0.0,1.0,f,t
413733,125.0,6,2.0,1.0,t,t
8783900,155.0,7,0.0,1.5,f,t
639130,195.0,8,4.0,3.0,f,t
2484067,69.0,3,1.0,1.0,t,t
3533112,200.0,3,0.0,1.0,f,t
2249292,75.0,4,2.0,1.0,t,t
7838294,225.0,5,2.0,1.0,f,t
6133354,135.0,2,0.0,1.0,f,t
7987836,85.0,2,1.0,1.0,f,t
9910025,110.0,4,2.0,1.0,f,t
7364024,110.0,4,1.0,1.0,f,t
9362082,250.0,5,2.0,1.0,f,t
8847108,85.0,2,1.0,1.0,f,t
7462428,50.0,1,1.0,1.5,f,t
4370312,78.0,2,1.0,1.0,f,t
4053972,95.0,2,1.0,1.0,f,t
6209191,95.0,2,1.0,1.5,f,t
10123910,295.0,8,4.0,1.0,f,t
6412858,175.0,6,3.0,2.5,f,t
3987838,90.0,2,1.0,1.0,f,t
7027507,68.0,1,1.0,1.0,f,t
6587443,74.0,4,1.0,1.0,f,t
10204689,80.0,2,1.0,1.0,f,t
1029680,500.0,4,3.0,2.0,f,t
7208439,115.0,4,1.0,1.0,t,t
8327765,500.0,8,4.0,3.0,f,t
3953611,115.0,4,1.0,1.0,t,t
2584354,125.0,2,1.0,1.0,f,t
4574700,350.0,8,3.0,3.0,f,t
5685646,140.0,6,2.0,1.0,f,t
977722,80.0,2,1.0,1.0,f,t
2931922,145.0,5,2.0,2.0,f,t
8253955,150.0,6,1.0,1.0,f,t
6426462,65.0,1,1.0,1.0,f,t
8154238,50.0,1,1.0,1.0,f,t
5020861,65.0,3,1.0,1.0,f,t
9611409,45.0,2,1.0,1.0,f,t
9282348,35.0,2,1.0,0.5,f,t
8939306,41.0,2,1.0,1.0,f,t
5423692,59.0,2,1.0,1.0,f,t
9159975,49.0,2,1.0,1.5,f,t
7561272,47.0,2,1.0,1.0,f,t
7326419,65.0,2,1.0,1.0,f,t
9373607,41.0,2,1.0,1.0,f,t
6717555,35.0,1,1.0,1.0,f,t
8939433,43.0,2,1.0,1.0,f,t
8939503,44.0,2,1.0,1.0,f,t
8742753,99.0,2,1.0,1.0,f,t
8939687,45.0,2,1.0,1.0,f,t
3793406,98.0,2,2.0,1.0,t,t
9134196,109.0,2,0.0,1.0,f,t
6007267,75.0,3,1.0,1.0,f,t
3422894,88.0,2,0.0,1.0,f,t
3630581,98.0,2,0.0,1.0,f,t
9394508,75.0,4,1.0,1.0,f,t
7348578,40.0,3,1.0,2.0,f,t
8869680,85.0,4,0.0,1.0,f,t
7678429,100.0,2,1.0,1.0,f,t
2979387,275.0,10,3.0,2.0,f,t
1531458,105.0,4,1.0,1.0,f,t
1549973,78.0,3,1.0,1.0,f,t
1123977,150.0,4,1.0,1.0,f,t
5719631,95.0,3,1.0,1.0,f,t
9580209,155.0,5,2.0,2.0,f,t
9364220,109.0,2,0.0,1.0,f,t
9663221,80.0,4,0.0,1.0,f,t
9636952,80.0,2,0.0,1.0,f,t
8594059,125.0,5,2.0,1.0,f,t
6278756,55.0,2,1.0,1.0,f,t
3679617,98.0,4,0.0,1.0,f,t
9416551,82.0,2,0.0,1.0,f,t
8322107,70.0,2,1.0,1.0,f,t
9511676,55.0,1,1.0,1.0,f,t
3158243,110.0,4,1.0,1.0,f,t
8327124,350.0,12,5.0,3.5,t,t
4311078,295.0,9,4.0,2.5,f,t
3329962,105.0,3,1.0,1.0,f,t
3263071,85.0,4,1.0,1.0,f,t
7302675,75.0,3,0.0,1.0,f,t
6250399,95.0,3,0.0,1.0,f,t
7387294,75.0,2,1.0,1.0,f,t
7363462,45.0,1,1.0,1.0,f,t
6796336,30.0,1,1.0,1.5,f,t
8156894,42.0,1,1.0,1.0,f,t
1150519,250.0,7,3.0,1.5,f,t
5969872,43.0,1,1.0,1.0,f,t
9617068,125.0,4,1.0,1.0,f,t
4438188,112.0,3,1.0,1.0,t,t
1521633,85.0,4,1.0,1.0,f,t
6623079,63.0,2,1.0,1.0,f,t
7561254,41.0,1,1.0,1.0,f,t
3494608,79.0,3,1.0,1.0,t,t
3085726,70.0,2,1.0,1.0,f,t
2256124,85.0,3,1.0,1.0,f,t
7071021,110.0,4,0.0,1.0,f,t
9465815,53.0,1,1.0,1.0,f,t
6938103,75.0,2,1.0,1.0,f,t
6913414,125.0,6,2.0,1.0,f,t
3706719,90.0,2,0.0,1.0,f,t
8174626,85.0,2,1.0,1.0,f,t
1571230,85.0,3,1.0,1.0,f,t
4270642,88.0,2,0.0,1.0,f,t
5407311,92.0,4,1.0,1.0,f,t
9976135,28.0,1,1.0,1.0,f,t
9558353,70.0,2,0.0,1.0,f,t
7247767,78.0,2,1.0,1.0,t,t
7035077,30.0,1,1.0,1.0,f,t
7353834,93.0,4,0.0,1.0,f,t
9319891,65.0,1,1.0,1.0,f,t
6575407,120.0,1,1.0,1.0,f,t
7550234,40.0,2,1.0,1.0,f,t
8939736,43.0,2,1.0,1.0,f,t
7247720,70.0,2,1.0,1.0,t,t
1786923,90.0,3,1.0,1.0,f,t
7649837,90.0,3,0.0,1.0,f,t
3610724,85.0,2,1.0,1.0,f,t
7988337,115.0,3,1.0,1.0,f,t
1773803,89.0,4,1.0,1.0,f,t
7536074,185.0,2,2.0,1.0,f,t
3770248,85.0,2,0.0,1.0,f,t
9097754,135.0,2,1.0,1.0,f,f
3291295,95.0,3,1.0,1.0,f,t
8171726,306.0,8,4.0,1.0,f,t
10031055,29.0,4,1.0,1.5,f,t
8939595,47.0,2,1.0,1.0,f,t
8155580,50.0,1,1.0,1.0,f,t
6705584,105.0,4,1.0,1.0,f,t
1417880,83.0,2,1.0,1.0,f,t
7245692,73.0,2,1.0,1.0,f,t
7153101,92.0,4,2.0,2.5,f,t
9014572,69.0,1,1.0,0.5,f,t
585418,59.0,2,1.0,1.0,t,t
4484426,145.0,6,2.0,2.0,f,t
3291777,95.0,4,1.0,1.0,f,t
3096191,150.0,6,2.0,2.0,f,t
9865846,85.0,4,2.0,1.0,f,t
6249536,98.0,2,0.0,1.0,f,t
5744931,110.0,4,1.0,1.0,f,t
8156764,42.0,1,1.0,1.0,f,t
3303857,95.0,3,1.0,1.0,f,t
8155710,42.0,1,1.0,1.0,f,t
3843706,250.0,5,3.0,2.0,f,t
8156860,42.0,1,1.0,1.0,f,t
9316399,40.0,2,1.0,1.0,f,t
293890,80.0,4,2.0,1.0,f,t
7915432,40.0,2,1.0,1.5,f,t
7501583,275.0,6,2.0,1.0,f,t
10126050,47.0,1,0.0,1.0,f,t
7807658,118.0,2,1.0,1.0,f,t
1589461,105.0,3,1.0,1.0,f,t
9303530,150.0,6,2.0,2.0,f,t
7809718,250.0,5,3.0,1.5,f,t
140331,88.0,2,1.0,1.0,t,t
9462315,139.0,2,1.0,1.0,f,t
565703,128.0,4,2.0,1.0,f,t
1147349,110.0,2,1.0,1.0,f,t
7262358,210.0,2,1.0,1.0,f,t
723723,155.0,4,1.0,1.0,f,t
4757025,168.0,4,2.0,1.0,t,t
3334052,62.0,2,0.0,1.0,f,t
7036707,80.0,2,0.0,1.0,t,t
5272327,105.0,2,1.0,1.0,f,t
3921664,50.0,4,1.0,1.0,f,t
9974658,70.0,2,1.0,1.0,f,t
2727984,165.0,1,1.0,1.0,t,t
794633,79.0,2,1.0,1.0,t,t
3959442,95.0,2,0.0,1.0,t,t
6761267,90.0,2,1.0,1.0,f,t
6824408,380.0,8,3.0,2.5,f,t
2526129,225.0,8,4.0,3.0,f,t
7859906,60.0,2,1.0,1.0,f,t
9636248,100.0,2,1.0,1.0,f,t
4623541,157.0,5,2.0,2.5,f,t
1970725,110.0,2,1.0,1.0,t,t
4418480,150.0,3,1.0,1.0,f,t
911001,203.0,6,3.0,3.5,t,t
6670332,145.0,5,1.0,1.0,t,t
1249060,85.0,3,1.0,1.0,f,t
1566487,79.0,4,1.0,1.0,t,t
9711153,40.0,1,1.0,1.0,f,t
444221,49.0,2,1.0,1.0,f,t
1018204,56.0,4,1.0,1.0,f,t
4856986,330.0,7,3.0,2.5,t,t
2130652,150.0,4,2.0,1.0,f,t
5524530,350.0,8,4.0,3.0,t,t
9216874,145.0,4,2.0,1.5,f,t
7971395,67.0,2,1.0,1.0,f,t
2593263,69.0,3,1.0,2.0,f,t
443580,52.0,2,1.0,1.0,f,t
1614502,75.0,2,1.0,1.0,t,t
4477426,90.0,2,1.0,1.5,f,t
7648716,130.0,2,1.0,1.0,t,t
9696912,65.0,2,1.0,1.0,f,t
3585592,155.0,2,1.0,1.0,f,t
3757858,79.0,2,1.0,1.0,f,t
7219838,60.0,3,1.0,1.0,f,t
6022715,115.0,4,2.0,1.0,f,t
7685745,60.0,2,1.0,1.0,f,t
4565370,70.0,2,1.0,1.0,f,t
4783817,80.0,2,1.0,1.0,f,t
2593176,70.0,3,1.0,2.0,f,t
3143227,55.0,1,1.0,2.0,f,t
1214306,72.0,2,1.0,1.5,t,t
9448215,67.0,2,1.0,1.0,f,t
9369481,58.0,2,1.0,1.0,f,t
3533224,70.0,2,1.0,1.5,t,t
443736,81.0,2,1.0,1.0,f,t
6675927,58.0,2,1.0,1.5,t,t
1772119,58.0,2,1.0,2.0,t,t
7808495,100.0,1,1.0,1.0,t,t
4539948,110.0,2,0.0,1.0,t,t
7768727,75.0,2,1.0,1.0,f,t
769213,124.0,2,0.0,1.0,f,t
5328449,150.0,4,1.0,1.0,f,t
1763809,65.0,2,1.0,2.0,f,t
1499596,225.0,6,2.0,2.0,f,t
4737727,70.0,2,1.0,1.0,f,t
8242212,105.0,2,1.0,1.0,f,t
8186781,158.0,4,2.0,2.0,f,t
7229015,69.0,2,1.0,1.0,t,t
5814207,80.0,2,1.0,1.0,f,t
2274086,99.0,2,1.0,1.0,f,t
4387985,165.0,6,2.0,1.0,t,t
9909445,70.0,2,0.0,1.0,f,t
7664899,118.0,4,1.0,1.0,f,t
4773614,100.0,2,1.0,1.0,f,t
3946674,90.0,2,1.0,1.0,f,t
8616488,81.0,2,1.0,1.0,f,t
7518316,70.0,3,1.0,1.0,f,t
5259194,69.0,2,1.0,1.0,t,t
9256702,90.0,4,1.0,1.0,f,t
9240289,75.0,1,1.0,1.0,f,t
2032805,70.0,2,1.0,2.0,t,t
3751503,179.0,2,1.0,1.0,f,t
7581974,105.0,2,1.0,1.0,t,t
6558980,110.0,4,1.0,2.0,f,t
2399736,150.0,4,2.0,1.0,f,t
8674765,75.0,2,0.0,1.0,f,t
6004165,75.0,2,0.0,1.0,f,t
1826155,111.0,2,1.0,3.0,t,t
4857192,108.0,2,1.0,1.0,t,t
7748905,82.0,2,1.0,1.0,t,t
973859,115.0,6,2.0,1.0,f,t
6716380,220.0,4,2.0,1.0,f,t
7953211,114.0,6,3.0,1.0,f,t
5241773,59.0,2,1.0,1.0,t,t
3144597,54.0,1,1.0,1.5,f,t
7698916,75.0,2,1.0,1.0,f,t
7305969,90.0,2,1.0,1.0,t,t
5069495,95.0,4,1.0,0.5,f,t
1817878,160.0,6,2.0,2.0,f,t
4430381,175.0,4,2.0,1.0,f,t
6528192,37.0,1,1.0,1.0,f,t
3177005,199.0,3,2.0,2.0,f,t
4430233,200.0,4,2.0,1.0,f,t
670009,175.0,8,3.0,1.0,f,t
4577542,120.0,4,1.0,1.0,t,t
6764646,160.0,4,2.0,1.0,f,t
4256705,125.0,4,1.0,2.0,f,t
8812578,150.0,4,2.0,1.0,f,t
341454,175.0,4,2.0,1.0,f,t
8195629,100.0,3,1.0,1.0,f,t
2577625,90.0,2,1.0,1.0,f,t
555858,95.0,2,1.0,1.0,f,t
4814811,92.0,2,1.0,1.0,t,t
9484823,90.0,3,1.0,1.0,f,t
660603,79.0,1,1.0,1.0,t,t
3940265,72.0,2,1.0,1.5,t,t
7500976,115.0,6,2.0,1.0,f,t
9516608,270.0,8,4.0,3.5,f,t
9712716,65.0,2,1.0,1.0,f,t
5813657,300.0,10,4.0,3.5,f,t
8884826,122.0,6,2.0,1.5,t,t
1978743,87.0,2,1.0,3.0,t,t
6091789,200.0,6,3.0,1.5,f,t
6165353,156.0,3,1.0,1.0,f,t
1244053,90.0,1,1.0,1.0,t,t
8508223,325.0,8,3.0,3.5,t,t
6991188,115.0,3,1.0,1.0,f,t
7344117,425.0,10,2.0,2.5,t,t
9506766,119.0,2,1.0,1.0,f,t
6451305,220.0,6,3.0,2.5,t,t
7531405,85.0,4,1.0,1.0,f,t
9612147,100.0,4,2.0,1.0,f,t
666897,99.0,4,1.0,1.0,f,t
4061051,120.0,4,1.0,1.5,f,t
3394338,150.0,2,0.0,1.0,f,t
4238106,75.0,2,1.0,1.0,f,t
7350059,90.0,2,1.0,1.0,t,t
5262750,125.0,3,1.0,1.0,t,t
2802844,90.0,2,1.0,1.0,f,t
3123632,200.0,2,1.0,2.0,f,t
3024336,200.0,4,1.0,1.5,t,t
8652185,287.0,6,4.0,3.5,f,t
10192213,90.0,2,0.0,1.0,f,t
3970736,90.0,5,1.0,1.0,t,t
4546924,150.0,4,1.0,1.0,t,t
2760901,119.0,2,1.0,1.0,f,t
3490239,150.0,5,2.0,2.5,f,t
3416217,170.0,2,1.0,1.0,t,t
5537833,150.0,4,2.0,1.0,f,t
8372562,279.0,5,3.0,3.0,f,t
8866960,55.0,2,1.0,1.0,f,t
3354614,125.0,4,1.0,1.0,f,t
8953857,129.0,4,1.0,1.0,f,t
7093738,90.0,2,1.0,1.0,t,t
5277900,199.0,6,3.0,2.0,f,t
1171574,65.0,2,1.0,1.0,t,t
1818754,200.0,6,2.0,2.0,f,t
74328,92.0,3,1.0,1.0,f,t
6728017,257.0,7,3.0,2.5,f,t
2612399,79.0,2,0.0,1.0,t,t
2515795,200.0,6,3.0,1.5,f,t
7093910,80.0,2,1.0,1.0,t,t
4170863,85.0,2,1.0,1.0,f,t
7941079,65.0,3,1.0,1.5,t,t
1442973,105.0,4,2.0,1.0,f,t
4396961,59.0,2,1.0,2.0,t,t
5859152,59.0,3,1.0,1.5,t,t
8555794,75.0,2,1.0,1.5,f,t
2112625,56.0,2,1.0,1.5,f,t
8814802,100.0,3,1.0,1.0,f,t
8273948,85.0,2,1.0,1.0,f,t
319768,135.0,8,3.0,2.5,f,t
1961671,200.0,6,3.0,2.0,t,t
3691288,163.0,8,3.0,2.5,f,t
8703557,83.0,2,1.0,1.0,f,t
8525338,210.0,5,3.0,3.5,f,t
8049470,59.0,2,1.0,1.0,f,t
1455908,135.0,6,2.0,1.5,f,t
8525825,75.0,2,1.0,1.5,f,t
3463245,109.0,2,1.0,1.0,t,t
4172364,55.0,2,1.0,2.0,t,t
3728802,500.0,8,5.0,3.5,f,t
6512378,55.0,1,1.0,1.0,f,t
785830,400.0,8,5.0,3.5,f,t
8616606,105.0,4,2.0,2.5,f,t
5078244,39.0,2,1.0,1.0,f,t
7921278,50.0,2,1.0,1.0,f,t
8016610,129.0,4,2.0,1.0,f,t
4468524,44.0,1,1.0,2.0,t,t
8424532,350.0,12,5.0,3.5,t,t
6990882,300.0,10,3.0,3.5,t,t
4017140,53.0,2,1.0,1.0,f,t
9489310,60.0,2,1.0,1.0,f,t
8104742,285.0,10,3.0,3.5,t,t
9407255,210.0,4,2.0,1.0,f,t
6475289,159.0,5,1.0,1.0,t,t
1377812,225.0,5,3.0,1.0,t,t
9512909,66.0,3,1.0,1.0,f,t
4432489,80.0,4,1.0,1.0,f,t
7471629,79.0,3,1.0,1.0,t,t
8067827,120.0,2,1.0,2.0,f,t
4384095,49.0,2,1.0,2.0,t,t
1351716,122.0,4,1.0,1.0,f,t
8392661,90.0,2,0.0,1.0,f,t
281208,196.0,6,2.0,2.5,t,t
7859909,115.0,2,1.0,1.0,f,t
9416373,150.0,4,1.0,1.0,f,f
1404307,125.0,4,2.0,1.5,t,t
7480843,175.0,6,3.0,2.0,f,t
877203,60.0,2,1.0,1.5,f,t
7037291,70.0,2,1.0,1.5,f,t
7931386,175.0,4,3.0,2.0,f,t
8173825,100.0,2,1.0,1.0,f,t
6759104,69.0,2,1.0,2.0,f,t
7619060,69.0,2,1.0,1.0,t,t
7095802,35.0,2,1.0,1.0,f,t
8103432,140.0,4,3.0,1.0,f,t
3998922,68.0,2,1.0,1.0,f,t
8922153,55.0,2,1.0,1.5,f,t
5932882,100.0,4,1.0,1.5,f,t
6187340,70.0,2,0.0,1.0,f,t
8350401,90.0,2,1.0,1.5,f,t
1273432,275.0,6,2.0,2.5,f,t
2830174,60.0,2,1.0,1.0,f,t
9370866,125.0,4,2.0,1.5,f,t
8339303,100.0,4,1.0,1.0,f,t
8107555,115.0,2,0.0,1.0,f,t
3946160,90.0,2,1.0,1.0,t,t
4061207,90.0,4,2.0,2.0,f,t
113951,250.0,6,3.0,2.5,f,t
5102135,119.0,4,1.0,1.0,f,t
5060388,95.0,4,0.0,1.0,t,t
286712,218.0,7,3.0,3.5,f,t
5463875,120.0,3,1.0,1.0,f,t
4316910,64.0,2,0.0,1.0,f,t
7093986,80.0,2,1.0,1.0,t,t
4777832,170.0,4,0.0,1.0,t,t
7429207,168.0,4,3.0,2.0,f,t
7664565,60.0,2,1.0,1.0,t,t
5792683,85.0,3,0.0,1.0,f,t
1856970,70.0,2,1.0,1.0,t,t
4084712,115.0,4,2.0,1.0,f,t
6411986,90.0,4,1.0,1.0,f,t
9258687,125.0,2,1.0,1.5,f,t
9426058,80.0,2,1.0,1.0,t,t
9736801,90.0,3,0.0,1.0,f,t
4297068,149.0,4,2.0,2.0,f,t
8221520,250.0,8,3.0,3.0,f,t
2387605,69.0,4,1.0,1.0,t,t
8389809,65.0,2,1.0,1.0,f,t
7048843,40.0,2,1.0,0.5,f,t
879181,60.0,2,1.0,1.5,f,t
6423488,149.0,4,2.0,2.0,f,t
7241905,115.0,2,1.0,1.0,f,t
1246809,79.0,6,1.0,1.0,f,t
10273158,129.0,2,0.0,1.0,f,t
5615620,100.0,2,0.0,1.0,f,t
936484,76.0,2,1.0,1.0,f,t
5415077,95.0,2,1.0,2.0,t,t
938785,100.0,4,1.0,1.0,f,t
934216,137.0,6,2.0,2.0,f,t
6119821,38.0,8,1.0,0.0,f,t
3385421,557.0,4,2.0,2.5,t,t
5981343,160.0,6,1.0,1.0,t,t
9706229,179.0,2,0.0,1.0,f,t
8212989,41.0,8,1.0,8.0,f,t
9444769,97.0,4,1.0,1.0,f,t
5422159,99.0,3,0.0,1.0,f,t
9532861,149.0,2,0.0,1.0,f,t
3380159,199.0,3,1.0,1.0,t,t
9294683,157.0,3,1.0,1.0,f,t
8253456,170.0,4,0.0,1.0,f,t
944237,85.0,4,1.0,1.0,f,t
4165387,299.0,4,2.0,2.0,t,t
9866984,95.0,2,1.0,1.0,f,t
7179337,99.0,4,1.0,1.0,f,t
9768655,165.0,3,1.0,1.0,f,t
8015531,114.0,4,0.0,1.0,f,t
991961,311.0,5,2.0,2.0,f,t
4597584,160.0,2,0.0,1.0,f,t
8035212,100.0,3,0.0,1.0,f,t
8053396,150.0,3,1.0,1.0,f,t
9634448,357.0,4,1.0,2.0,f,t
2516391,135.0,3,1.0,1.0,t,t
7581631,110.0,4,2.0,1.0,t,t
7067650,75.0,4,1.0,1.0,f,t
706385,138.0,2,1.0,1.0,t,t
6005443,129.0,2,1.0,1.0,f,t
6883913,120.0,2,1.0,1.0,f,t
6523393,95.0,4,1.0,1.0,t,t
7922676,140.0,2,1.0,1.0,f,t
6766513,95.0,2,1.0,1.0,f,t
682135,91.0,3,1.0,1.0,f,t
4678866,135.0,3,1.0,1.0,f,t
708774,95.0,4,1.0,1.0,t,t
3158210,140.0,3,1.0,1.0,t,t
1494828,125.0,4,2.0,1.0,t,t
7291403,150.0,3,1.0,1.0,f,t
7075357,129.0,4,2.0,1.5,t,t
8000037,50.0,1,1.0,1.0,f,t
1652097,85.0,4,1.0,1.0,f,t
4660460,82.0,2,0.0,1.0,t,t
1944596,103.0,2,1.0,1.0,f,t
5593504,59.0,2,1.0,1.0,f,t
7999692,150.0,4,1.0,1.0,f,t
619366,115.0,2,1.0,1.0,t,t
7999972,100.0,2,1.0,1.0,f,t
3379116,300.0,8,2.0,1.0,t,t
10272763,68.0,2,1.0,1.0,f,t
10077121,52.0,3,1.0,1.0,f,t
7536219,91.0,2,0.0,1.0,f,t
4688603,59.0,2,1.0,1.0,f,t
7936877,129.0,2,0.0,1.0,f,t
3627658,125.0,3,1.0,1.0,f,t
6363779,195.0,2,1.0,1.0,f,t
2693137,58.0,2,1.0,1.0,f,t
7697340,600.0,8,3.0,2.5,f,t
5707514,89.0,2,1.0,1.0,f,t
7844444,100.0,4,0.0,1.0,f,t
7481498,125.0,3,2.0,1.0,f,t
535300,82.0,2,1.0,1.0,f,t
68508,225.0,4,2.0,1.0,f,t
8294379,55.0,2,1.0,1.0,f,t
9137487,90.0,2,1.0,1.0,f,t
4481979,134.0,2,1.0,1.0,f,t
5353512,42.0,2,1.0,1.0,f,t
244499,125.0,2,1.0,1.0,f,t
3316219,115.0,6,2.0,1.0,f,t
6613601,125.0,3,1.0,1.0,f,t
7833113,55.0,2,1.0,1.0,f,t
7439802,550.0,6,2.0,2.0,f,t
10135378,90.0,2,1.0,1.0,f,t
9330174,100.0,3,1.0,1.0,f,t
9597415,95.0,2,1.0,1.0,f,t
8831088,110.0,4,1.0,1.0,f,t
7401671,80.0,2,0.0,1.0,f,t
5330475,100.0,4,1.0,2.0,f,t
8067001,90.0,2,0.0,1.0,f,t
8829089,100.0,1,1.0,2.0,t,t
8814555,88.0,2,1.0,1.5,f,t
6852288,59.0,2,1.0,1.0,f,t
6913706,183.0,4,1.0,1.0,t,t
2387265,135.0,2,0.0,1.0,f,t
48319,220.0,2,1.0,1.0,f,t
9885225,183.0,3,1.0,1.0,t,t
8083242,115.0,2,1.0,1.0,f,t
8704964,100.0,4,1.0,1.0,f,t
6990477,183.0,3,1.0,1.0,t,t
117862,115.0,2,1.0,1.0,f,t
7777219,75.0,2,1.0,1.0,f,t
7203765,110.0,2,0.0,1.0,f,t
7840228,183.0,3,1.0,1.0,t,t
7438635,220.0,2,1.0,1.0,f,t
9389755,119.0,3,1.0,1.0,f,t
9151865,75.0,2,1.0,1.0,f,t
7204672,200.0,6,3.0,2.5,f,t
5579427,229.0,7,3.0,2.0,f,t
6734621,333.0,10,3.0,3.5,t,t
2263643,41.0,1,1.0,1.0,f,t
4608208,70.0,2,1.0,1.0,t,t
9999955,55.0,1,1.0,1.0,f,t
3528627,70.0,2,1.0,1.0,f,t
8048333,97.0,4,1.0,1.0,t,t
8050642,350.0,12,5.0,3.5,t,t
7329805,200.0,6,2.0,1.0,f,t
6848455,225.0,5,3.0,2.5,f,t
9695233,115.0,4,1.0,1.0,f,t
5164581,40.0,2,1.0,1.0,f,t
2208757,150.0,8,3.0,2.5,f,t
226536,46.0,2,1.0,1.0,f,t
176678,64.0,2,1.0,1.0,f,t
7050534,125.0,2,1.0,1.0,f,t
8248970,250.0,6,3.0,2.0,f,t
4824699,147.0,4,0.0,1.0,f,t
3876097,30.0,1,1.0,1.0,f,t
1260259,150.0,3,1.0,1.0,t,t
8443952,78.0,2,1.0,1.0,f,t
10068879,120.0,4,1.0,1.0,f,t
8173487,280.0,5,3.0,2.0,f,t
685600,75.0,2,1.0,1.0,f,t
8483477,178.0,4,1.0,1.0,f,t
10136155,480.0,8,5.0,1.0,f,t
6959336,129.0,5,2.0,1.0,f,t
5195064,50.0,2,1.0,1.0,f,t
9961538,50.0,4,1.0,1.0,f,t
8301680,175.0,5,3.0,2.0,f,t
492287,88.0,2,1.0,1.0,f,t
8029177,100.0,2,1.0,1.0,f,t
7343707,225.0,5,2.0,2.0,f,t
8882345,200.0,6,2.0,1.0,f,t
7676574,250.0,6,2.0,1.5,f,t
3354761,95.0,9,0.0,1.5,t,t
3561237,172.0,15,4.0,4.0,t,t
1831338,99.0,2,1.0,1.0,f,t
1840671,99.0,2,1.0,1.0,f,t
5559643,175.0,5,2.0,1.0,f,t
8327083,350.0,12,5.0,3.5,t,t
8087037,69.0,2,1.0,1.0,f,t
1696015,375.0,10,3.0,2.0,f,t
6855839,144.0,3,1.0,1.0,t,t
3345341,999.0,4,1.0,1.0,f,t
4410493,138.0,6,2.0,2.0,f,t
19619,145.0,4,1.0,1.0,f,t
7597244,125.0,2,1.0,1.0,f,t
5736082,45.0,1,1.0,1.0,f,t
3697351,35.0,2,1.0,1.0,f,t
6958436,225.0,4,1.0,1.0,f,t
9652574,50.0,1,1.0,1.0,f,t
7109376,120.0,4,0.0,1.0,f,t
3534364,100.0,2,1.0,1.0,f,t
6671901,120.0,5,1.0,1.0,f,t
6370313,249.0,3,1.0,1.0,f,t
9863484,95.0,3,0.0,1.0,f,t
7249631,150.0,3,1.0,1.0,t,t
9183838,130.0,2,1.0,1.0,f,t
6222245,130.0,4,0.0,1.0,f,t
10292753,105.0,4,1.0,1.0,f,t
7760836,105.0,6,0.0,1.0,f,t
7324993,175.0,3,1.0,1.0,f,t
5760902,100.0,3,0.0,1.0,f,t
7035498,129.0,2,0.0,1.0,t,t
8956631,90.0,4,0.0,1.0,f,t
6766708,350.0,6,2.0,2.5,t,t
6992696,199.0,4,2.0,1.0,f,t
4264043,75.0,2,0.0,1.0,f,t
6186081,110.0,4,1.0,1.0,f,t
1472532,80.0,3,1.0,1.0,f,t
5900224,150.0,2,0.0,1.0,t,t
9374358,95.0,2,0.0,1.0,f,t
5874421,139.0,3,1.0,1.0,t,t
8829474,139.0,3,1.0,1.0,t,t
6228474,275.0,4,1.0,1.0,f,t
4637670,135.0,2,0.0,1.0,f,t
3995007,128.0,5,1.0,1.0,f,t
19611,107.0,4,1.0,1.0,f,t
10076279,150.0,2,1.0,1.0,f,t
1200829,100.0,4,1.0,1.0,f,t
3673759,100.0,2,1.0,1.0,t,t
206781,120.0,2,1.0,1.0,f,t
988176,125.0,5,0.0,1.0,f,t
3686556,120.0,2,1.0,1.0,f,t
2881446,150.0,4,0.0,1.0,f,t
9318853,129.0,2,0.0,1.0,f,t
6328150,140.0,2,0.0,1.0,f,t
2154617,150.0,3,0.0,1.0,t,t
6658052,149.0,3,1.0,1.0,f,t
6187841,229.0,4,2.0,2.0,t,t
9371895,180.0,3,0.0,1.0,f,t
4318031,93.0,2,0.0,1.0,t,t
6364549,110.0,3,0.0,1.0,f,t
8326940,126.0,2,1.0,1.0,f,t
7826593,139.0,1,1.0,1.0,f,t
8168476,157.0,2,1.0,1.0,f,t
6482984,90.0,1,1.0,1.0,t,t
6316917,90.0,4,1.0,1.0,f,t
7922581,125.0,2,0.0,1.0,f,t
